DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
200315795,08/15/2020 12:00:00 AM,08/15/2020 12:00:00 AM,1630,03,Southwest,0395,1,210,ROBBERY,0913 0916 0344 0330 1314 0416 0446 0305,32,M,B,103,ALLEY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,210,,,,42ND                         PL,WESTERN                      AV,34.0064,-118.3089
200512156,07/22/2020 12:00:00 AM,07/22/2020 12:00:00 AM,2150,05,Harbor,0501,1,761,BRANDISH WEAPON,0319 0340 1312 1310 0334 0421 1402 1822 0916 0445,49,F,B,101,STREET,311,HAMMER,AO,Adult Other,761,998,,,18600 S  WESTERN                      AV,,33.8616,-118.3092
200411257,07/29/2020 12:00:00 AM,07/28/2020 12:00:00 AM,1930,04,Hollenbeck,0427,1,210,ROBBERY,0906 0334 0302 0344 0355 0446 0916 1822,18,M,H,101,STREET,102,HAND GUN,AA,Adult Arrest,210,,,,SOTO                         ST,MISSION                      RD,34.0802,-118.1848
200319457,10/27/2020 12:00:00 AM,10/27/2020 12:00:00 AM,1215,03,Southwest,0331,1,210,ROBBERY,1822 0330 0448 1310 1309 0916,63,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,4900 W  ADAMS                        BL,,34.0325,-118.3477
200319641,10/31/2020 12:00:00 AM,10/25/2020 12:00:00 AM,1800,03,Southwest,0315,1,210,ROBBERY,0916 0342 0202 1822 0344 1310 1311 0417,34,M,H,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,210,,,,CIMARRON,ADAMS                        BL,34.0327,-118.3151
200518243,12/27/2020 12:00:00 AM,12/27/2020 12:00:00 AM,0310,05,Harbor,0529,1,210,ROBBERY,0916 0342 0330 0430 0432 1100 1309 1407,30,M,H,101,STREET,102,HAND GUN,AA,Adult Arrest,210,998,,,I                            ST,LAWRENCE                     AV,33.7836,-118.2253
200513084,08/17/2020 12:00:00 AM,08/17/2020 12:00:00 AM,2130,05,Harbor,0513,1,210,ROBBERY,0354 0344 0330 0416 1206 0916 0342 1822,24,M,H,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,230,,,25800    VERMONT                      AV,,33.7895,-118.2934
200319967,11/06/2020 12:00:00 AM,11/06/2020 12:00:00 AM,2302,03,Southwest,0338,1,210,ROBBERY,1822 0916 0330 1310 0344 0443 1278,27,M,B,103,ALLEY,511,VERBAL THREAT,IC,Invest Cont,210,,,,1100 W  30TH                         ST,,34.0275,-118.2875
200413594,10/08/2020 12:00:00 AM,10/08/2020 12:00:00 AM,1210,04,Hollenbeck,0499,1,210,ROBBERY,0330 0400 0913 0561 0444 0344 0916,52,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,210,,,,3600    NOAKES                       ST,,34.0145,-118.2002
200320428,11/16/2020 12:00:00 AM,11/16/2020 12:00:00 AM,0530,03,Southwest,0361,1,210,ROBBERY,1822 0342 1309 0216 0326 0302 0330 0916 0400 1310,37,F,H,103,ALLEY,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,210,,,,4000    STEVELY                      AV,,34.0131,-118.3536
200318959,10/17/2020 12:00:00 AM,10/16/2020 12:00:00 AM,2315,03,Southwest,0379,1,210,ROBBERY,0305 0342 0344 0408 1231 1310 0104 1822 0330 0916,23,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,998,,,3900    WALTON                       AV,,34.0142,-118.2948
200609634,04/29/2020 12:00:00 AM,04/24/2020 12:00:00 AM,1830,06,Hollywood,0644,1,210,ROBBERY,1300 0344 0916 1822 0400 0432 2004 0449 0334 0355,53,M,B,108,PARKING LOT,113,SIMULATED GUN,AO,Adult Other,210,,,,7100 W  SUNSET                       BL,,34.098,-118.3447
200320505,11/17/2020 12:00:00 AM,11/17/2020 12:00:00 AM,1710,03,Southwest,0312,1,210,ROBBERY,0302 0312 0334 0344 0352 0359 0913 0916 1309 1310,55,M,B,104,DRIVEWAY,102,HAND GUN,IC,Invest Cont,210,,,,JEFFERSON                    BL,LA BREA                      AV,34.0255,-118.3549
200214743,09/07/2020 12:00:00 AM,09/07/2020 12:00:00 AM,1610,02,Rampart,0257,1,210,ROBBERY,0355 1822 0342 0305 0334 0916 1311 0906,31,F,H,108,PARKING LOT,102,HAND GUN,AA,Adult Arrest,210,,,,1200    WILSHIRE                     BL,,34.053,-118.2649
200414985,11/17/2020 12:00:00 AM,11/17/2020 12:00:00 AM,2200,04,Hollenbeck,0477,1,210,ROBBERY,0916 0334 0302 1302 1311 1310 1309 1822,24,F,H,101,STREET,102,HAND GUN,IC,Invest Cont,210,,,,7TH                          ST,CAMULOS,34.0298,-118.2114
200415670,12/06/2020 12:00:00 AM,12/06/2020 12:00:00 AM,1755,04,Hollenbeck,0487,1,210,ROBBERY,1822 0916 0302 0334 1309 1312 1310 0209 0418,27,M,H,101,STREET,102,HAND GUN,IC,Invest Cont,210,910,,,1100 S  SOTO                         ST,,34.029,-118.219
200510009,05/28/2020 12:00:00 AM,05/28/2020 12:00:00 AM,0600,05,Harbor,0514,1,210,ROBBERY,0916 1302 1310 1311 0334 0432 1202 0202 0216 1402,66,M,H,101,STREET,102,HAND GUN,AA,Adult Arrest,210,998,,,HARBOR                       FY,PACIFIC COAST                HY,33.7897,-118.2787
200510413,06/10/2020 12:00:00 AM,06/10/2020 12:00:00 AM,0300,05,Harbor,0565,1,210,ROBBERY,0334 0342 0344 0432 1309 0916,46,F,H,101,STREET,113,SIMULATED GUN,IC,Invest Cont,210,,,,800 W  9TH                          ST,,33.7361,-118.2946
200515979,10/30/2020 12:00:00 AM,10/30/2020 12:00:00 AM,0400,05,Harbor,0526,1,210,ROBBERY,0916 0344 0334,38,F,O,108,PARKING LOT,102,HAND GUN,IC,Invest Cont,210,,,,300 W  ANAHEIM                      ST,,33.7798,-118.2649
200321854,12/17/2020 12:00:00 AM,12/16/2020 12:00:00 AM,1700,03,Southwest,0331,1,210,ROBBERY,0446 0342 1822 0416 1310 0344 0916 0330,57,M,H,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,LONGWOOD                     ST,ADAMS                        BL,34.0325,-118.3497
200218658,12/16/2020 12:00:00 AM,12/16/2020 12:00:00 AM,0355,02,Rampart,0275,1,210,ROBBERY,0916 0342 1822 0202 0334 0302 1309 0355 0344 1402,36,M,H,103,ALLEY,102,HAND GUN,IC,Invest Cont,210,,,,OLYMPIC,UNION,34.0492,-118.2742
200322349,12/28/2020 12:00:00 AM,12/28/2020 12:00:00 AM,1343,03,Southwest,0341,1,210,ROBBERY,0916 1822 1310 0330 0355 0416 0446 0354 0605 0930,33,F,W,108,PARKING LOT,113,SIMULATED GUN,IC,Invest Cont,210,,,,5700    OBAMA                        BL,,34.0216,-118.3694
200217494,11/16/2020 12:00:00 AM,11/16/2020 12:00:00 AM,1750,02,Rampart,0236,1,210,ROBBERY,0344 0916 0330 1822 1009 0400,31,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,,,,BEVERLY                      BL,BONNIE BRAE                  ST,34.0656,-118.2679
200114128,06/30/2020 12:00:00 AM,06/30/2020 12:00:00 AM,0130,01,Central,0158,1,210,ROBBERY,0344 0416 1300 1302 1309 1822 0916,26,M,H,104,DRIVEWAY,312,PIPE/METAL PIPE,AO,Adult Other,210,,,,6TH                          ST,GLADYS,34.0403,-118.2421
111811273,05/07/2011 12:00:00 AM,05/07/2011 12:00:00 AM,1300,18,Southeast,1824,1,210,ROBBERY,0302 0330 0916 1419,40,M,H,101,STREET,114,AIR PISTOL/REVOLVER/RIFLE/BB GUN,AA,Adult Arrest,210,,,,800 E  99TH                         ST,,33.9465,-118.2608
121204018,01/01/2012 12:00:00 AM,12/31/2011 12:00:00 AM,2215,12,77th Street,1213,1,210,ROBBERY,1822 0432 0337 0906 0354 0916 0334,54,M,B,301,GAS STATION,102,HAND GUN,AA,Adult Arrest,210,,,,5800 S  WESTERN                      AV,,33.9897,-118.3089
101315328,06/24/2010 12:00:00 AM,06/24/2010 12:00:00 AM,0245,13,Newton,1367,1,210,ROBBERY,0302 0344 0370 0416 0420 0421 0906 0701 0916 1302,23,M,B,101,STREET,102,HAND GUN,IC,Invest Cont,210,510,,,5200    HOLMES                       AV,,33.9954,-118.2411
111811284,05/07/2011 12:00:00 AM,05/07/2011 12:00:00 AM,2145,18,Southeast,1824,1,210,ROBBERY,0302 0330 0421 0432 0916,39,M,H,103,ALLEY,102,HAND GUN,IC,Invest Cont,210,,,,9600    CLOVIS                       AV,,33.9493,-118.2564
101226305,10/20/2010 12:00:00 AM,10/19/2010 12:00:00 AM,2315,12,77th Street,1203,2,624,BATTERY - SIMPLE ASSAULT,0360 0416 0916 2002,25,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,1500 W  46TH                         ST,,34.0019,-118.3056
101206192,01/31/2010 12:00:00 AM,01/31/2010 12:00:00 AM,1945,12,77th Street,1266,1,210,ROBBERY,0327 0330 0342 0354 0400 0916 1317 1311 1822,23,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,80TH                         ST,VERMONT                      AV,33.9667,-118.2914
101204595,01/09/2010 12:00:00 AM,01/09/2010 12:00:00 AM,1735,12,77th Street,1266,1,210,ROBBERY,0302 0344 0355 0354 0916 1317 1310,38,F,B,101,STREET,102,HAND GUN,IC,Invest Cont,210,,,,8000 S  VERMONT                      AV,,33.9667,-118.2914
101310393,04/08/2010 12:00:00 AM,04/08/2010 12:00:00 AM,1830,13,Newton,1353,1,210,ROBBERY,0302 0305 0308 0330 0336 0334 0344 0369 0916 1317,40,M,H,102,SIDEWALK,101,REVOLVER,IC,Invest Cont,210,,,,1000 E  42ND                         PL,,34.0067,-118.2582
100906618,02/17/2010 12:00:00 AM,02/17/2010 12:00:00 AM,1140,09,Van Nuys,0915,1,220,ATTEMPTED ROBBERY,0216 0302 0355 0430 1100 0916 1240 1309 1409 1407,18,M,H,101,STREET,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,220,,,,14100    VANOWEN                      ST,,34.1939,-118.44
101323328,10/18/2010 12:00:00 AM,10/18/2010 12:00:00 AM,2015,13,Newton,1333,1,210,ROBBERY,0330 0344 0432 0444 0913 0916 1311 1310,31,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,32ND,SAN PEDRO,34.0163,-118.2624
101217368,06/22/2010 12:00:00 AM,06/22/2010 12:00:00 AM,0915,12,77th Street,1283,1,210,ROBBERY,0344 0355 0916 1317 1822,42,F,H,103,ALLEY,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,210,,,,10300 S  WESTERN                      AV,,33.9432,-118.309
101211858,04/11/2010 12:00:00 AM,04/11/2010 12:00:00 AM,2230,12,77th Street,1256,1,210,ROBBERY,0302 0334 0342 0416 0429 0916 1310 1822,44,M,H,102,SIDEWALK,102,HAND GUN,IC,Invest Cont,210,,,,300 W  75TH                         ST,,33.9718,-118.2783
101209604,03/15/2010 12:00:00 AM,03/14/2010 12:00:00 AM,2130,12,77th Street,1256,1,210,ROBBERY,0302 0334 0342 0344 0906 0913 0916 1310 1817,27,M,B,101,STREET,101,REVOLVER,IC,Invest Cont,210,,,,78TH,HOOVER,33.9688,-118.2871
101120921,10/09/2010 12:00:00 AM,10/09/2010 12:00:00 AM,0600,11,Northeast,1181,1,210,ROBBERY,0400 0916,84,M,W,301,GAS STATION,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,,,,2000 W  SUNSET                       BL,,34.0779,-118.2617
101211949,04/13/2010 12:00:00 AM,04/12/2010 12:00:00 AM,2315,12,77th Street,1256,1,210,ROBBERY,0302 0330 0334 0342 0344 0370 0916 1311 1310 1822,36,M,H,101,STREET,101,REVOLVER,IC,Invest Cont,210,,,,400 W  FLORENCE                     AV,,33.9747,-118.2809
111807875,03/11/2011 12:00:00 AM,03/11/2011 12:00:00 AM,0040,18,Southeast,1827,1,210,ROBBERY,0302 0334 0330 0906 0916 1310,22,F,H,101,STREET,102,HAND GUN,AA,Adult Arrest,210,510,520,,CENTURY,ANZAC,33.9457,-118.2379
100909017,04/01/2010 12:00:00 AM,04/01/2010 12:00:00 AM,1205,09,Van Nuys,0935,1,220,ATTEMPTED ROBBERY,0916 1300 1402,49,F,H,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,220,998,,,14100    ERWIN                        ST,,34.1837,-118.44
111804678,01/13/2011 12:00:00 AM,01/13/2011 12:00:00 AM,0730,18,Southeast,1804,1,210,ROBBERY,0305 0330 0354 0400 0444 0916 1300,54,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,210,510,,,8700    WADSWORTH                    AV,,33.9593,-118.2586
101112210,05/13/2010 12:00:00 AM,05/13/2010 12:00:00 AM,1700,11,Northeast,1107,1,210,ROBBERY,0334 0330 0355 1018 0916 1300,65,M,H,101,STREET,207,OTHER KNIFE,IC,Invest Cont,210,510,,,1200    LE GRAY                      AV,,34.1237,-118.1913
101315553,06/28/2010 12:00:00 AM,06/28/2010 12:00:00 AM,0015,13,Newton,1345,1,220,ATTEMPTED ROBBERY,0916,19,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,220,,,,34TH                         ST,HOOPER                       AV,34.0128,-118.2521
101227106,11/01/2010 12:00:00 AM,11/01/2010 12:00:00 AM,1915,12,77th Street,1241,1,210,ROBBERY,0302 0330 0344 0355 0906 0916 1310 1402 1822,22,M,B,101,STREET,102,HAND GUN,IC,Invest Cont,210,998,,,3200 W  60TH                         ST,,33.9854,-118.3279
101112517,05/18/2010 12:00:00 AM,05/18/2010 12:00:00 AM,2125,11,Northeast,1148,1,210,ROBBERY,0330 0400 0432 0906 0916 1317,41,M,H,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,100 W  AVENUE 45,,34.096,-118.2073
100810742,06/04/2010 12:00:00 AM,06/04/2010 12:00:00 AM,0125,08,West LA,0829,1,210,ROBBERY,0916,44,F,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,210,,,,10400    EASTBORNE                    AV,,34.0584,-118.4247
101227182,11/02/2010 12:00:00 AM,11/02/2010 12:00:00 AM,1931,12,77th Street,1251,1,210,ROBBERY,0302 0330 0342 1022 0916 1822,37,M,H,101,STREET,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,210,,,,7400    CRENSHAW                     BL,,33.9727,-118.3309
101211197,04/03/2010 12:00:00 AM,04/03/2010 12:00:00 AM,2115,12,77th Street,1255,1,210,ROBBERY,0330 0334 0342 0344 0355 0377 0421 0916 1317 1822,48,M,B,104,DRIVEWAY,101,REVOLVER,IC,Invest Cont,210,,,,1400 W  79TH                         ST,,33.9673,-118.3003
101319239,08/21/2010 12:00:00 AM,08/21/2010 12:00:00 AM,1255,13,Newton,1377,1,210,ROBBERY,0330 0342 0344 0416 0916 1240 1310 1311,46,M,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,55TH,LONG BEACH,33.993,-118.2435
101315405,06/25/2010 12:00:00 AM,06/25/2010 12:00:00 AM,0210,13,Newton,1367,1,210,ROBBERY,0302 0330 0334 0344 0417 0916 1310,25,M,H,102,SIDEWALK,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,210,,,,52ND                         ST,STAUNTON,33.9954,-118.2415
111719803,11/06/2011 12:00:00 AM,11/06/2011 12:00:00 AM,0425,17,Devonshire,1749,1,210,ROBBERY,0334 0344 0327 0330 0355 0916 1310 1822,29,M,H,101,STREET,102,HAND GUN,IC,Invest Cont,210,,,,FORGE                        PL,DANUBE                       AV,34.2638,-118.475
111909883,04/07/2011 12:00:00 AM,04/07/2011 12:00:00 AM,0600,19,Mission,1944,1,220,ATTEMPTED ROBBERY,0353 0355 0421 0916 1316,22,M,H,101,STREET,113,SIMULATED GUN,IC,Invest Cont,220,,,,11200    AMBOY                        AV,,34.2739,-118.4448
101221492,08/13/2010 12:00:00 AM,08/13/2010 12:00:00 AM,1850,12,77th Street,1283,1,210,ROBBERY,0319 0326 0355 0419 0432 0906 0916 1311 1814,21,F,B,101,STREET,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,210,,,,W  81ST                         ST,WESTERN                      AV,33.9655,-118.309
101214013,05/10/2010 12:00:00 AM,05/10/2010 12:00:00 AM,0350,12,77th Street,1249,1,210,ROBBERY,0334 0330 0342 0341 0344 0354 0377 0916 1251 1822,28,M,W,101,STREET,102,HAND GUN,IC,Invest Cont,210,,,,DENVER                       AV,70TH                         ST,33.9761,-118.2838
101101005,05/30/2010 12:00:00 AM,05/30/2010 12:00:00 AM,2300,11,Northeast,1183,1,330,BURGLARY FROM VEHICLE,0916 1300,37,M,H,101,STREET,,,IC,Invest Cont,330,,,,1600 N  ALVARADO                     ST,,34.0835,-118.26
111809274,04/03/2011 12:00:00 AM,04/03/2011 12:00:00 AM,1955,18,Southeast,1824,1,210,ROBBERY,0104 0302 0330 0344 0432 0429 0916,51,M,B,101,STREET,102,HAND GUN,IC,Invest Cont,210,,,,9700    CLOVIS                       AV,,33.9484,-118.2565
101212233,04/17/2010 12:00:00 AM,04/17/2010 12:00:00 AM,0530,12,77th Street,1257,1,210,ROBBERY,0302 0305 0342 0344 0352 0355 0354 0421 0916 1822,34,M,H,101,STREET,101,REVOLVER,IC,Invest Cont,210,,,,GRAND                        AV,79TH                         ST,33.9679,-118.2803
111814196,06/27/2011 12:00:00 AM,06/21/2011 12:00:00 AM,0300,18,Southeast,1841,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0406 0400 0416 0429 0444 0916 1202 1817,61,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230,,,,800 W  IMPERIAL                     HY,,33.931,-118.2893
112016954,08/19/2011 12:00:00 AM,08/19/2011 12:00:00 AM,1705,20,Olympic,2031,2,624,BATTERY - SIMPLE ASSAULT,0561 0417 0602 0432 0344 0346 1240 0916 0913 1310,55,F,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,WILSHIRE                     BL,BRONSON                      AV,34.0617,-118.3178
101229465,12/04/2010 12:00:00 AM,12/04/2010 12:00:00 AM,2210,12,77th Street,1255,1,210,ROBBERY,0330 0344 0355 0354 0416 0429 0916 1313 1309 1817,32,M,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,78TH                         ST,NORMANDIE                    AV,33.9694,-118.3003
101105308,01/22/2010 12:00:00 AM,01/22/2010 12:00:00 AM,2130,11,Northeast,1145,1,210,ROBBERY,0302 0334 0330 0337 0344 0916 1402,43,M,H,108,PARKING LOT,109,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,210,998,,,2500    RIVERSIDE                    DR,,34.106,-118.2566
100908395,03/21/2010 12:00:00 AM,03/19/2010 12:00:00 AM,1450,09,Van Nuys,0985,1,210,ROBBERY,0342 0344 0346 0370 0416 0429 0444 0906 0916 1501,28,M,B,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,14400    VENTURA                      BL,,34.1505,-118.4458
111823142,12/17/2011 12:00:00 AM,12/17/2011 12:00:00 AM,0550,18,Southeast,1802,1,210,ROBBERY,0330 0345 0432 0916 1310 0334 0302,33,M,H,101,STREET,102,HAND GUN,IC,Invest Cont,210,,,,92ND,BROADWAY,33.9528,-118.2782
101227102,11/01/2010 12:00:00 AM,10/31/2010 12:00:00 AM,1530,12,77th Street,1245,1,210,ROBBERY,0104 0302 0330 0337 0342 0344 0916 1822,46,M,H,101,STREET,101,REVOLVER,IC,Invest Cont,210,,,,1500 W  62ND                         ST,,33.9833,-118.3024
101229764,12/08/2010 12:00:00 AM,12/08/2010 12:00:00 AM,1900,12,77th Street,1257,2,624,BATTERY - SIMPLE ASSAULT,0416 0916,27,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,VERMONT                      AV,79TH                         ST,33.9678,-118.2914
100818526,11/24/2010 12:00:00 AM,11/22/2010 12:00:00 AM,1400,08,West LA,0802,2,624,BATTERY - SIMPLE ASSAULT,0400 0916 2000,75,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,15500 W  SUNSET                       BL,,34.0489,-118.5281
101326676,12/08/2010 12:00:00 AM,12/08/2010 12:00:00 AM,1955,13,Newton,1372,1,210,ROBBERY,0354 0355 0906 0916 1310 1402 1822,39,F,H,101,STREET,113,SIMULATED GUN,AA,Adult Arrest,210,998,,,MAIN,55TH,33.9924,-118.2739
101208470,02/28/2010 12:00:00 AM,02/28/2010 12:00:00 AM,0150,12,77th Street,1269,1,210,ROBBERY,0302 0319 0344 0354 0916 1311 1310 1822,25,M,H,101,STREET,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,210,,,,MANCHESTER,MCKINLEY,33.9602,-118.2608
100804091,01/04/2010 12:00:00 AM,01/04/2010 12:00:00 AM,0100,08,West LA,0858,1,210,ROBBERY,0916 1300 1402,62,M,W,108,PARKING LOT,512,MACE/PEPPER SPRAY,IC,Invest Cont,210,998,,,ROBERTSON                    BL,AIRDROME,34.0489,-118.3855
111814077,06/25/2011 12:00:00 AM,06/25/2011 12:00:00 AM,0435,18,Southeast,1801,1,210,ROBBERY,0330 0355 0432 0916,24,M,B,101,STREET,113,SIMULATED GUN,AA,Adult Arrest,210,,,,FIGUEROA,88TH,33.9568,-118.2827
111811259,05/07/2011 12:00:00 AM,05/07/2011 12:00:00 AM,1330,18,Southeast,1824,1,210,ROBBERY,0302 0334 0330 0355 0432 0916 1311 1310,39,M,H,101,STREET,109,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,210,520,,,700 E  102ND                        ST,,33.9441,-118.2625
141501010,08/09/2014 12:00:00 AM,06/18/2011 12:00:00 AM,0100,15,N Hollywood,1583,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 0916 1813 2000 0416,44,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,11800    MOORPARK                     ST,,34.1504,-118.3901
101226668,10/26/2010 12:00:00 AM,10/26/2010 12:00:00 AM,0150,12,77th Street,1208,1,210,ROBBERY,0112 0432 0916 1304 1310 1822,37,M,H,101,STREET,511,VERBAL THREAT,IC,Invest Cont,210,,,,FIGUEROA                     ST,51ST                         ST,33.9965,-118.2827
101313735,05/29/2010 12:00:00 AM,05/29/2010 12:00:00 AM,0001,13,Newton,1317,1,210,ROBBERY,0216 0302 0312 0326 0334 0344 0906 0916 1309 1311,20,M,H,101,STREET,101,REVOLVER,IC,Invest Cont,210,,,,18TH,CENTRAL,34.0238,-118.2474
101220159,07/27/2010 12:00:00 AM,07/24/2010 12:00:00 AM,2230,12,77th Street,1243,1,210,ROBBERY,0305 0330 0337 0342 0344 0355 0916 1309 1822,29,M,H,104,DRIVEWAY,201,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,IC,Invest Cont,210,,,,1600 W  62ND                         ST,,33.9833,-118.3046
111811810,05/17/2011 12:00:00 AM,05/16/2011 12:00:00 AM,2115,18,Southeast,1861,1,520,VEHICLE - ATTEMPT STOLEN,0330 0916,46,F,B,101,STREET,,,AA,Adult Arrest,520,,,,IMPERIAL,VERMONT,33.931,-118.2916
111814935,07/11/2011 12:00:00 AM,07/11/2011 12:00:00 AM,1900,18,Southeast,1864,1,210,ROBBERY,0302 0330 0337 0355 0421 1009 0916 1306 1300 1313,49,M,B,108,PARKING LOT,102,HAND GUN,IC,Invest Cont,210,,,,900 E  120TH                        ST,,33.9237,-118.2597
100819248,12/12/2010 12:00:00 AM,12/12/2010 12:00:00 AM,0130,08,West LA,0889,2,624,BATTERY - SIMPLE ASSAULT,0416 0554 0916,16,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,2000 S  CORNING                      ST,,34.041,-118.3802
111821037,11/03/2011 12:00:00 AM,11/03/2011 12:00:00 AM,0645,18,Southeast,1837,1,210,ROBBERY,0344 0302 0330 0432 0916 1310,32,F,H,101,STREET,106,UNKNOWN FIREARM,IC,Invest Cont,210,,,,1600 E  111TH                        PL,,33.9348,-118.2463
100900539,01/22/2010 12:00:00 AM,01/22/2010 12:00:00 AM,2130,09,Van Nuys,0914,1,220,ATTEMPTED ROBBERY,0305 0355 0400 0416 0444 0916 1300 2002,46,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JA,Juv Arrest,220,,,,14500    HARTLAND                     ST,,34.1952,-118.4487
101205276,01/19/2010 12:00:00 AM,01/19/2010 12:00:00 AM,0030,12,77th Street,1251,1,210,ROBBERY,0319 0334 0342 0344 0432 0916 1309,28,M,B,101,STREET,200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,210,,,,6700    WEST                         BL,,33.9781,-118.3352
111812631,05/31/2011 12:00:00 AM,05/31/2011 12:00:00 AM,0645,18,Southeast,1862,1,210,ROBBERY,0330 0337 0354 0369 0443 0916 1300 1259 1310,46,M,H,101,STREET,511,VERBAL THREAT,AA,Adult Arrest,210,,,,MAIN                         ST,IMPERIAL                     AV,33.931,-118.2739
111923798,11/27/2011 12:00:00 AM,11/27/2011 12:00:00 AM,0545,19,Mission,1962,1,210,ROBBERY,0344 0334 0302 0305 0330 0355 0443 0916 1306 0906,20,F,O,101,STREET,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,210,,,,9100    NOBLE                        AV,,34.2355,-118.461
101108214,03/14/2010 12:00:00 AM,03/13/2010 12:00:00 AM,2245,11,Northeast,1179,1,210,ROBBERY,0302 0330 0418 0916,37,M,A,101,STREET,102,HAND GUN,IC,Invest Cont,210,910,,,3900 N  FIGUEROA                     ST,,34.0912,-118.2111
111909769,04/05/2011 12:00:00 AM,04/04/2011 12:00:00 AM,0015,19,Mission,1911,1,210,ROBBERY,0330 0344 0416 0429 0916 1302 1311,22,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,SAN FERNANDO                 RD,SEPULVEDA                    BL,34.3152,-118.4909
